사업장명,전화번호,소재지면적,지번주소,도로명주소,위생업태명,시설총규모,영업상태명,폐업일자,위도,경도
푸라닭 김해진영점,055-343-4560,63.05,경상남도 김해시 진영읍 진영리 1555 서원래온빌2차 103호,"경상남도 김해시 진영읍 김해대로332번길 37-4, 103호 (서원래온빌2차)",호프/통닭,63.05,영업/정상,,35.3055386500 ,128.7238495000 
상문이두마리숯불양념치킨,055-345-9285,36,경상남도 김해시 진영읍 진영리 1705번지 중흥S클래스3단지아파트 331동 104호,"경상남도 김해시 진영읍 장등로 94, 331동 1층 104호 (중흥S클래스3단지아파트)",호프/통닭,36,영업/정상,,35.3126669100 ,128.7316221000 
정은이네삼일뒷고기,055-334-2890,37.38,경상남도 김해시 외동 1189-7번지,경상남도 김해시 우암로31번길 4-5 (외동),식육(숯불구이),37.38,영업/정상,,35.2338501200 ,128.8599800000 
제일식당,055-345-6449,42.86,경상남도 김해시 진례면 송정리 249-1번지,경상남도 김해시 진례면 진례로 252,한식,42.86,영업/정상,,35.2499713200 ,128.7483093000 
늘푸른레스토랑,055-331-0079,58.5,경상남도 김해시 관동동 1126번지 금솔프라자 203호,"경상남도 김해시 율하2로 260, 203호 (관동동, 금솔프라자)",한식,58.5,영업/정상,,35.1769628300 ,128.8210310000 
리버스,,43.2,경상남도 김해시 외동 693-8번지,경상남도 김해시 금관대로1213번길 9 (외동),기타,43.2,영업/정상,,35.2353340900 ,128.8540959000 
옛날통닭,055-343-0023,95.95,경상남도 김해시 진례면 송정리 252번지 1층,"경상남도 김해시 진례면 진례로256번길 6, 1층",호프/통닭,95.95,영업/정상,,35.2502120300 ,128.7487401000 
엄마손칼국수,,26.35,,"경상남도 김해시 장유로301번길 3, 101호 (무계동, 청학프라자)",분식,26.35,영업/정상,,,
행복한뒷고기,,43.12,경상남도 김해시 내동 137-2번지,경상남도 김해시 평전로 199 (내동),식육(숯불구이),43.12,영업/정상,,35.2450768500 ,128.8644279000 
까르보네 장유점,055-324-3369,45.6,경상남도 김해시 부곡동 1161-12번지 장유넥스코아 102호,"경상남도 김해시 능동로167번길 1, 1층 102호 (부곡동, 장유넥스코아)",경양식,45.6,영업/정상,,35.2031940100 ,128.8089734000 
장산갈비,055-337-1001,190.8,경상남도 김해시 지내동 274-8번지,경상남도 김해시 분성로 701 (지내동),한식,190.8,영업/정상,,35.2337052300 ,128.9212267000 
비룡,055-339-8801,35.32,경상남도 김해시 삼계동 1516-4번지,경상남도 김해시 삼계로69번길 10-12 (삼계동),호프/통닭,35.32,영업/정상,,35.2591443800 ,128.8736550000 
최승균의 돈뭉치,,91,경상남도 김해시 진영읍 진영리 275-17번지,경상남도 김해시 진영읍 여래로20번길 42,한식,91,영업/정상,,35.3050954300 ,128.7300913000 
다이닝센 아이스퀘어점,,142.48,경상남도 김해시 부원동 937번지,"경상남도 김해시 김해대로 2342, 3층 A316호 (부원동, 아이스퀘어몰)",기타,142.48,영업/정상,,35.2257700200 ,128.8829745000 
정든낙지아이스퀘어점,055-313-5651,124.19,"경상남도 김해시 부원동 1043 아이스퀘어몰, A205,206호","경상남도 김해시 김해대로 2342, 아이스퀘어몰 2층 A205,206호 (부원동)",분식,124.19,영업/정상,,35.2248522100 ,128.8839861000 
60계북부내외점,,97.35,경상남도 김해시 구산동 1062-3번지,경상남도 김해시 해반천로16번길 11-6 (구산동),기타,97.35,영업/정상,,35.2505810500 ,128.8711674000 
털보삼계탕,055-342-6497,35.45,경상남도 김해시 한림면 명동리 272-5번지,경상남도 김해시 한림면 한림로 64-1,한식,35.45,영업/정상,,35.2991140400 ,128.8100275000 
미락정장어,055-324-4238,37.14,경상남도 김해시 내동 1078-15번지,경상남도 김해시 우암로 147-1 (내동),한식,37.14,영업/정상,,35.2421755200 ,128.8667813000 
진영족발,,153.28,경상남도 김해시 진영읍 진영리 1600-4번지,경상남도 김해시 진영읍 진산대로26번길 24-13,식육(숯불구이),153.28,영업/정상,,35.3078802300 ,128.7271913000 
바베큐친구들,055-336-5289,29.56,경상남도 김해시 외동 1253-1번지 109호,"경상남도 김해시 함박로101번길 12, 109호 (외동)",통닭(치킨),29.56,영업/정상,,35.2332418100 ,128.8656424000 
도미연뒷고기,,12.87,경상남도 김해시 삼문동 573-28번지,경상남도 김해시 삼문로44번길 3 (삼문동),한식,12.87,영업/정상,,35.1930585400 ,128.8054686000 
선아한식뷔페,055-312-0235,91.84,경상남도 김해시 주촌면 천곡리 662-9번지,경상남도 김해시 주촌면 서부로1638번길 10-5,한식,91.84,영업/정상,,35.2359924300 ,128.8307783000 
조선갈비 내외점,070-4388-8045,161.94,경상남도 김해시 외동 1253-5번지 201호,"경상남도 김해시 함박로101번길 2, 201호 (외동)",식육(숯불구이),161.94,영업/정상,,35.2324046800 ,128.8654797000 
텐퍼센트 장유무계점,055-312-6408,29,경상남도 김해시 무계동 189-19,경상남도 김해시 장유로301번길 9 (무계동),기타,29,영업/정상,,35.2004937200 ,128.8150964000 
한우소국밥,055-344-3028,160.92,경상남도 김해시 진영읍 좌곤리 431-20번지,경상남도 김해시 진영읍 김해대로 35,식육(숯불구이),160.92,영업/정상,,35.2911633100 ,128.7067793000 
휴게소분식,055-321-3079,67.5,경상남도 김해시 대청동 800-11번지 불모산휴게소,"경상남도 김해시 금관대로 187, 2층 (대청동, 불모산휴게소)",분식,67.5,영업/정상,,35.1813315300 ,128.7778826000 
옹심이메밀칼국수,055-342-6097,49.61,경상남도 김해시 진영읍 진영리 343-20번지 외4필지,경상남도 김해시 진영읍 진영로 72,한식,49.61,영업/정상,,35.3041488000 ,128.7211211000 
심술민경포차,055-311-7898,55.3,경상남도 김해시 삼방동 163-1번지,경상남도 김해시 인제로210번길 18-17 (삼방동),기타,55.3,영업/정상,,35.2470366000 ,128.9045551000 
소백산맥,055-322-4423,48,경상남도 김해시 삼정동 634-1번지,"경상남도 김해시 활천로36번길 60, B동 (삼정동)",식육(숯불구이),48,영업/정상,,35.2336735700 ,128.8991001000 
박마을 상황버섯 냉면,055-322-9751,100.32,경상남도 김해시 외동 1248-12번지,경상남도 김해시 우암로 9 (외동),기타,100.32,영업/정상,,35.2315065800 ,128.8599662000 
웰빙옛날통닭부곡점,055-333-9298,49.2,경상남도 김해시 부곡동 804-2번지 부곡프라자 103호,"경상남도 김해시 월산로 111-61, 103호 (부곡동, 부곡프라자)",통닭(치킨),49.2,영업/정상,,35.2033912500 ,128.8010132000 
돈&짱,055-323-1727,54,경상남도 김해시 율하동 1324-3번지,경상남도 김해시 율하1로81번길 18-17 (율하동),기타,54,영업/정상,,35.1743618300 ,128.8150985000 
쿡1015김해율하점,055-322-1015,28.57,경상남도 김해시 관동동 1105-2,"경상남도 김해시 관동로27번길 96, 1층 (관동동)",김밥(도시락),28.57,영업/정상,,35.1779712900 ,128.8158702000 
태영이네 밥상,055-338-8008,62.36,경상남도 김해시 삼계동 1506-3번지,"경상남도 김해시 삼계로55번길 22, 101호 (삼계동, 한솔빌딩)",식육(숯불구이),62.36,영업/정상,,35.2595830800 ,128.8715716000 
청해산꼼장어,,39.72,경상남도 김해시 외동 1185-7번지,경상남도 김해시 내외로 30 (외동),한식,39.72,영업/정상,,35.2351994600 ,128.8603678000 
가람생복,055-324-6542,125.52,경상남도 김해시 내덕동 236-1번지,경상남도 김해시 내덕로108번길 16 (내덕동),복어취급,125.52,영업/정상,,35.2055486600 ,128.8193862000 
언덕위에하얀집,055-343-5069,103.36,경상남도 김해시 진영읍 진영리 1628-3,경상남도 김해시 진영읍 장등로6번길 13,한식,164.16,영업/정상,,35.3074589600 ,128.7357207000 
스테이크팩토리진영점,055-342-3515,297.71,경상남도 김해시 진영읍 진영리 1612-4번지 나경타운 901호,"경상남도 김해시 진영읍 김해대로361번길 16, 901호 (나경타운)",경양식,297.71,영업/정상,,35.3082244400 ,128.7298996000 
대패왕,055-324-2292,46.5,경상남도 김해시 내동 134-11번지,경상남도 김해시 금관대로1359번길 8 (내동),식육(숯불구이),46.5,영업/정상,,35.2445543700 ,128.8656420000 
사계절횟집,055-333-5255,45.85,경상남도 김해시 어방동 503-1,경상남도 김해시 활천로178번길 2 (어방동),기타,45.85,영업/정상,,35.2406311300 ,128.9004735000 
길모퉁이카페,055-311-3080,133.73,경상남도 김해시 관동동 1069-11번지,경상남도 김해시 율하카페길 9 (관동동),기타,133.73,영업/정상,,35.1763432400 ,128.8072906000 
브라운(BROWN),,162.06,경상남도 김해시 외동 1256-3번지 B01호,"경상남도 김해시 내외중앙로 44, B01호 (외동)",호프/통닭,162.06,영업/정상,,35.2338818700 ,128.8668907000 
딱오늘만,055-338-3924,44.72,경상남도 김해시 어방동 680번지 외6필지 어방동원상가 비동 107호,"경상남도 김해시 활천로 179, 107호 (어방동, 어방동원상가 비동)",호프/통닭,44.72,영업/정상,,35.2421287800 ,128.8990837000 
꼬지랑사케 김해아이스퀘어점,055-324-9949,65.8,경상남도 김해시 부원동 937번지 부원역푸르지오아이스퀘어몰 A117호,"경상남도 김해시 김해대로 2342, A117호 (부원동, 부원역푸르지오아이스퀘어몰)",호프/통닭,65.8,영업/정상,,35.2257700200 ,128.8829745000 
봉구스밥버거진영점,055-345-8909,31.92,경상남도 김해시 진영읍 진영리 1605-4번지 외 1필지 골든프라자빌딩 103호,"경상남도 김해시 진영읍 김해대로361번길 3, 103호 (외 1필지 골든프라자빌딩)",패스트푸드,31.92,영업/정상,,35.3071289100 ,128.7292079000 
할매옻닭,055-345-4808,101.04,경상남도 김해시 진례면 신안리 916번지,경상남도 김해시 진례면 평지길 292-7,한식,101.04,영업/정상,,35.2221989100 ,128.7306429000 
갈매기먹짱(내덕점),055-327-8077,75.89,,경상남도 김해시 유하로29번길 22 (내덕동),기타,75.89,영업/정상,,,
대패생각,055-321-9259,438.35,경상남도 김해시 전하동 6-5번지 2층,"경상남도 김해시 전하로 260-12, 2층 (전하동)",식육(숯불구이),438.35,영업/정상,,35.2267600900 ,128.8732522000 
뚱이네불닭발,055-335-7496,49.2,경상남도 김해시 진영읍 진영리 1613-5번지 굿프라임빌딩 106호,"경상남도 김해시 진영읍 김해대로365번길 8, 106호 (굿프라임빌딩)",정종/대포집/소주방,49.2,영업/정상,,35.3073831200 ,128.7303978000 
예우정,055-322-8386,134.4,경상남도 김해시 주촌면 내삼리 1295번지 주촌축산물도매시장 6동 101호,"경상남도 김해시 주촌면 서부로1403번길 23-66, 6동 101호 (주촌축산물도매시장)",식육(숯불구이),134.4,영업/정상,,35.2260846400 ,128.8124196000 
디케이(D.K)치킨 진영점,055-343-2666,66.48,경상남도 김해시 진영읍 진영리 1596-9번지,경상남도 김해시 진영읍 진산대로26번길 14-20,호프/통닭,66.48,영업/정상,,35.3077173700 ,128.7257933000 
커피박스,055-314-0615,61.74,경상남도 김해시 주촌면 내삼리 826-2번지 1층,"경상남도 김해시 주촌면 서부로 1465-1, 1층",경양식,43,영업/정상,,35.2283004400 ,128.8193407000 
태화기사식당,055-343-1817,80,경상남도 김해시 진영읍 본산리 782-1번지,경상남도 김해시 진영읍 본산로241번길 1,한식,80,영업/정상,,35.3166633500 ,128.7516298000 
오말짜비어,055-324-5775,77.2,경상남도 김해시 삼정동 603-5번지,"경상남도 김해시 김해대로2491번길 21, 1층 (삼정동)",호프/통닭,77.2,영업/정상,,35.2299090600 ,128.8986521000 
감나무동태탕,055-346-1381,79.86,경상남도 김해시 한림면 가동리 650-2번지,경상남도 김해시 한림면 장방로 98-7,한식,79.86,영업/정상,,35.3213368200 ,128.7667186000 
천하왕소금구이,,463.81,경상남도 김해시 관동동 1099-3번지,경상남도 김해시 관동로 94 (관동동),식육(숯불구이),463.81,영업/정상,,35.1771479800 ,128.8136442000 
김가네얼큰이구이,055-314-9288,61.57,경상남도 김해시 삼방동 177-4번지,경상남도 김해시 활천로267번길 19 (삼방동),한식,61.57,영업/정상,,35.2447733900 ,128.9082547000 
김영희강남동태찜,055-324-2342,92.04,경상남도 김해시 삼방동 29-29,경상남도 김해시 삼안로 152 (삼방동),한식,92.04,영업/정상,,35.2421317000 ,128.9143122000 
지코바양념치킨,055-327-9277,38,경상남도 김해시 삼정동 642-8번지 동방빌라,"경상남도 김해시 인제로39번길 48-14 (삼정동, 동방빌라)",호프/통닭,38,영업/정상,,35.2322794800 ,128.8998977000 
민따이또관 베트남쌀국수,,65.68,경상남도 김해시 서상동 54-2,"경상남도 김해시 가락로93번길 5, 1층 (서상동)","외국음식전문점(인도,태국등)",65.68,영업/정상,,35.2346648400 ,128.8807748000 
돈까스족발하우스,055-333-9770,32.4,경상남도 김해시 삼방동 662-6번지,경상남도 김해시 삼안로279번길 9 (삼방동),기타,32.4,영업/정상,,35.2512339400 ,128.9085797000 
다래,055-328-3193,53.16,경상남도 김해시 외동 1206-2번지,경상남도 김해시 함박로11번길 15-11 (외동),한식,53.16,영업/정상,,35.2350024600 ,128.8563776000 
역전할머니맥주1982 진영점,055-724-3515,72.55,경상남도 김해시 진영읍 진영리 1612-6번지 진영 굿프라임2 109호,"경상남도 김해시 진영읍 김해대로361번길 8, 109호 (진영 굿프라임2)",한식,72.55,영업/정상,,35.3074858600 ,128.7298049000 
시골옛날애통닭,,30.2,경상남도 김해시 서상동 82-13번지 외1필지,"경상남도 김해시 가락로94번길 2, 1층 (서상동)",호프/통닭,30.2,영업/정상,,35.2342844000 ,128.8822649000 
멕시카나치킨 삼방점,,31.5,경상남도 김해시 삼방동 680-11번지,경상남도 김해시 삼안로217번길 16 (삼방동),정종/대포집/소주방,31.5,영업/정상,,35.2471434500 ,128.9095339000 
모노레일,055-333-5525,43.6,경상남도 김해시 내동 1120-1번지 마이다스1 106호,"경상남도 김해시 내외로77번길 26, 106호 (내동, 마이다스1)",기타,43.6,영업/정상,,35.2368783800 ,128.8663513000 
씽푸챠이,055-313-0871,72.45,경상남도 김해시 삼계동 1464-3번지,"경상남도 김해시 해반천로168번길 22-9, 1층 (삼계동)",중국식,72.45,영업/정상,,35.2628055000 ,128.8697049000 
다복수산,,21.65,경상남도 김해시 동상동 879-1번지,경상남도 김해시 구지로180번길 29-19 (동상동),한식,21.65,영업/정상,,35.2361106600 ,128.8839876000 
삼정뒷고기,,71.55,경상남도 김해시 삼정동 599-14번지,"경상남도 김해시 활천로 18, 1층 1호 (삼정동)",한식,71.55,영업/정상,,35.2291679800 ,128.8940519000 
황금코다리 김해삼계구산점,055-335-5554,332.49,경상남도 김해시 구산동 497번지,경상남도 김해시 해반천로 34-9 (구산동),기타,332.49,영업/정상,,35.2521333200 ,128.8709094000 
청하푸드,,96,경상남도 김해시 진례면 담안리 640-1번지,경상남도 김해시 진례면 고모로363번길 23,한식,96,영업/정상,,35.2597477000 ,128.7675987000 
토정식당,055-342-8223,132,경상남도 김해시 한림면 장방리 228-76번지,경상남도 김해시 한림면 한림로 336-1,한식,132,영업/정상,,35.3184111900 ,128.8035336000 
